onset,pitch,duration,staff
181.5,91,0.246,0.0
181.5,79,0.246,0.0
182.0,89,0.498,0.0
182.0,77,0.498,0.0
182.0,67,0.496,0.0
182.0,64,0.496,0.0
182.0,60,0.496,0.0
182.0,55,0.496,0.0
182.5,88,0.435,0.0
182.5,76,0.435,0.0
183.0,86,0.246,0.0
183.0,74,0.246,0.0
183.5,84,0.246,0.0
183.5,72,0.246,0.0
184.0,83,0.496,0.0
184.0,71,0.496,0.0
184.0,55,0.246,0.0
184.0,43,0.246,0.0
184.5,67,0.246,0.0
184.5,55,0.246,0.0
185.0,86,0.496,0.0
185.0,83,0.496,0.0
185.0,79,0.496,0.0
185.0,74,0.496,0.0
185.0,67,0.246,0.0
185.0,55,0.246,0.0
185.5,67,0.246,0.0
185.5,55,0.246,0.0
186.0,88,0.496,0.0
186.0,84,0.496,0.0
186.0,79,0.496,0.0
186.0,76,0.496,0.0
186.0,65,0.498,0.0
186.0,53,0.498,0.0
186.5,64,0.435,0.0
186.5,52,0.435,0.0
187.0,88,0.496,0.0
187.0,84,0.496,0.0
187.0,79,0.496,0.0
187.0,76,0.496,0.0
187.0,62,0.246,0.0
187.0,50,0.246,0.0
187.5,60,0.246,0.0
187.5,48,0.246,0.0
188.0,86,0.246,0.0
188.0,83,0.246,0.0
188.0,74,0.246,0.0
188.0,55,0.496,0.0
188.0,43,0.496,0.0
188.5,91,0.246,0.0
188.5,79,0.246,0.0
189.0,91,0.246,0.0
189.0,79,0.246,0.0
189.5,91,0.246,0.0
189.5,79,0.246,0.0
190.0,89,0.498,0.0
190.0,77,0.498,0.0
190.0,67,0.496,0.0
190.0,64,0.496,0.0
190.0,60,0.496,0.0
190.0,55,0.496,0.0
190.5,88,0.435,0.0
190.5,76,0.435,0.0
191.0,86,0.246,0.0
191.0,74,0.246,0.0
191.5,84,0.246,0.0
191.5,72,0.246,0.0
192.0,83,0.496,0.0
192.0,71,0.496,0.0
192.0,55,0.246,0.0
192.0,43,0.246,0.0
192.5,67,0.246,0.0
192.5,55,0.246,0.0
193.0,86,0.496,0.0
193.0,83,0.496,0.0
193.0,79,0.496,0.0
193.0,74,0.496,0.0
193.0,67,0.246,0.0
193.0,55,0.246,0.0
193.5,67,0.246,0.0
193.5,55,0.246,0.0
194.0,88,0.496,0.0
194.0,84,0.496,0.0
194.0,79,0.496,0.0
194.0,76,0.496,0.0
194.0,65,0.498,0.0
194.0,53,0.498,0.0
194.5,64,0.435,0.0
194.5,52,0.435,0.0
195.0,88,0.496,0.0
195.0,84,0.496,0.0
195.0,79,0.496,0.0
195.0,76,0.496,0.0
195.0,62,0.246,0.0
195.0,50,0.246,0.0
195.5,60,0.246,0.0
195.5,48,0.246,0.0
196.0,86,0.496,0.0
196.0,83,0.496,0.0
196.0,79,0.496,0.0
196.0,74,0.496,0.0
196.0,55,0.246,0.0
196.0,43,0.246,0.0
196.5,67,0.246,0.0
196.5,55,0.246,0.0
197.0,86,0.496,0.0
197.0,83,0.496,0.0
197.0,79,0.496,0.0
197.0,74,0.496,0.0
197.0,67,0.246,0.0
197.0,55,0.246,0.0
197.5,67,0.246,0.0
197.5,55,0.246,0.0
198.0,88,0.496,0.0
198.0,84,0.496,0.0
198.0,79,0.496,0.0
198.0,76,0.496,0.0
